X,Y,Z,Label
9.952579706201639675e-01,1.062009522933560213e-02,-9.027293882149760584e-01,1.473371669408433782e+00
2.652398679238350265e-01,2.271025702438511651e-02,1.964182458077176729e+00,-3.410045345960206920e+00
-2.782280111550657908e-01,1.022443575147373274e+00,1.960515056523684407e+00,-2.859643870546526578e+00
-9.448826896651943974e-01,1.665819594379984725e-01,6.725909244216528027e-01,-1.237236118358306936e+00
1.160407211729538174e-01,1.021509603385135634e-01,-1.993244456833090261e+00,3.025289918226998331e+00
6.096653714233519761e-01,1.931033278274946641e+00,1.792658901979424124e+00,-3.797231016327656583e+00
-4.344937995686145443e-02,1.718005279316117129e+00,-1.999055629773119458e+00,3.185055716148973648e+00
6.171300865145012970e-01,3.040544544191390308e-01,1.786861141700747613e+00,-3.806682823600640475e+00
-9.754889047862340679e-01,1.328437180408981177e-03,-1.220048623351643879e+00,4.490524665058221565e+00
-2.911756086985985426e-01,1.883335590779512847e+00,4.333037839649123146e-02,-2.954554638073456085e-01
-9.761105015704909516e-01,5.566505966402286454e-01,-1.217274684958475017e+00,4.493367396528715751e+00
8.350071303564027270e-01,3.717952057109950026e-01,-4.497608772052232862e-01,9.881457437785200471e-01
7.749187541347494212e-01,1.383016215663070536e+00,-1.632060855052935411e+00,2.255006109927907954e+00
9.325671657885179489e-01,2.178074776826524062e-01,1.360996511469530601e+00,-4.343052739614958746e+00
-8.887433552975079198e-01,5.292991960056006029e-01,1.458405113861666713e+00,-2.046996152342413833e+00
4.241023283560185209e-01,1.950189360424092966e+00,1.905614274999573921e+00,-3.579563079302547912e+00
-9.391884252588452719e-01,1.278925548948020463e+00,1.343402244983649352e+00,-1.921333373480087259e+00
4.365981727089570108e-01,1.041355582965107107e+00,1.899656620932230755e+00,-3.593406591452309229e+00
-9.895532760697338670e-01,7.958372296698754678e-01,1.144167658716013891e+00,-1.715468119336968522e+00
-7.229428236697399424e-01,1.549001909768404017e+00,3.090921380499254134e-01,-8.080522397205018859e-01
8.227432300682002708e-01,2.819149530473874510e-01,1.568413210065481067e+00,-4.107813070558132829e+00
9.705697869539929856e-01,1.934675604073964328e+00,-1.240820033743209816e+00,1.814006988701136303e+00
5.872879089792271134e-01,1.722246016131573354e+00,-1.906218980187275314e-01,6.277039177613205068e-01
-8.018833275298875574e-01,1.235313965138486569e+00,1.597480651594338275e+00,-2.211151955158799698e+00
2.173587839661952625e-01,8.581238080511632837e-02,-2.390822202380127326e-02,2.191077419437392204e-01
6.330043053360652205e-01,1.401711298895475410e+00,1.774148273540673504e+00,-3.827020524965109693e+00
6.562053278285471247e-01,1.826568681770961655e+00,-2.454176203160923775e-01,7.157788575155480393e-01
-7.860721354248623172e-01,1.049154134957251960e+00,-1.618134773256283410e+00,4.046021341558398987e+00
-9.903341098276312593e-01,7.084496436545255627e-01,1.138702382502656096e+00,-1.709947338336066158e+00
9.999754347281906153e-01,2.405546899589392495e-01,-1.007009275295356554e+00,1.577805659485734813e+00
3.227473451309105235e-01,1.509802208275136559e+00,1.946485156360599600e+00,-3.470223391519259071e+00
8.924544402436508372e-01,1.770043702423612419e+00,-1.451137531235644040e+00,2.038835865691515536e+00
-9.155172477566825284e-01,2.005034881516971623e-01,1.402278720615482310e+00,-1.984800813863534241e+00
-1.551127507642222070e-01,1.517969109504683889e+00,1.987896773226006886e+00,-2.985851069136689961e+00
7.279760301072003559e-01,3.412097251819501409e-02,-3.143974186240541258e-01,8.153652013195497039e-01
9.820968166673370581e-01,1.934109836154439099e+00,1.188376863472887734e+00,-4.522879822231647751e+00
4.139408542687627451e-02,1.230116041270192362e+00,-1.999142897533517260e+00,3.100186737782639312e+00
9.990209594791467085e-01,1.104878117983266295e+00,1.044239377497486965e+00,-4.668135159849854610e+00
9.944836452744276745e-01,5.918996671778555818e-01,-1.104891750303282905e+00,1.675881377057446997e+00
-8.271228100127708815e-01,1.858583343139566857e+00,1.562021224827477184e+00,-2.167623785411164850e+00
7.985853844073528274e-01,5.318112546735820345e-01,-1.601881536359905711e+00,2.216651436205737902e+00
-9.371713057806445590e-01,1.656293226433389831e+00,-1.348869522345248040e+00,4.356024413742895618e+00
-6.987486932781508120e-01,1.970217358674263952e+00,1.715367222929648161e+00,-2.367945835665687060e+00
6.577034690771760284e-01,1.566793291029611623e+00,-2.467230610433848170e-01,7.177659669721725422e-01
7.626981634058175308e-01,1.037979840772863538e+00,-3.532454008378503874e-01,8.674747653174782469e-01
6.295377815849532155e-01,1.321485277033438432e-01,-2.230301282822507725e-01,6.809581693214088460e-01
-5.069981132102029386e-01,9.448275783421460350e-01,1.861947163810691031e+00,-2.609894125620939143e+00
-9.024685328963767406e-01,8.765118939434071166e-01,-1.430755785952854353e+00,4.267058905505401789e+00
-4.779606836713797824e-01,4.055920823739904701e-01,1.216187702003262983e-01,-4.983315662886110831e-01
-1.229205008282903966e-01,8.471752734286088771e-01,-1.992416520658600421e+00,3.264824821725264226e+00
9.525616240049686878e-01,7.155157681606774123e-01,-1.304345777813684659e+00,1.880047877642661902e+00
-9.433151084728725877e-01,3.273685223032969382e-01,1.331898487683828680e+00,-1.909111761246780947e+00
1.830793926961982176e-01,8.827482866649722926e-01,-1.983098131403977060e+00,2.957474775269390843e+00
-8.279321289659994365e-01,5.255999126489780959e-01,4.391716930950902986e-01,-9.754104127314937589e-01
-4.351639454622255321e-01,1.044124841364528766e+00,-1.900351231781102879e+00,3.591813012912024483e+00
6.932427405002284937e-01,7.032011943238836160e-02,-2.792958285511780714e-01,7.659787788268578312e-01
-4.405204937954892985e-01,1.812462839574568330e+00,-1.897742554714979768e+00,3.597771025255940724e+00
9.704346553055995805e-01,1.632728611039712119e+00,-1.241363998520703671e+00,1.814567486916812467e+00
8.513855331199458032e-01,1.105162665021009127e+00,-1.524540440761306570e+00,2.122971572013126806e+00
1.248168147990641116e-02,1.703617165514486276e+00,-7.789922042722441375e-05,1.248200559442470998e-02
-9.155584747026871417e-01,1.924790147621600944e+00,-1.402184882112802455e+00,4.298486988807032283e+00
9.772485362844212098e-01,2.210445881053211270e-01,-7.879026206433558110e-01,1.357075656266278685e+00
-6.576155520576131286e-01,1.261663616819607592e+00,2.466463077066916032e-01,-7.176492601727226806e-01
8.429441743703884882e-01,1.995988001871317197e+00,-4.619989601357409326e-01,1.002732419688278753e+00
9.836836731550600010e-01,1.975778338667052214e+00,1.179906729079734706e+00,-4.531497347962207378e+00
-9.555381160574688559e-01,1.206645984581489195e+00,1.294867612262423862e+00,-1.870113294667331338e+00
9.981280906872634917e-01,2.560417409016333412e-01,-9.388418886737170954e-01,1.509600026059525701e+00
-9.180448663331114423e-01,1.166385661981056421e+00,1.396476510526688752e+00,-1.978471941034979587e+00
8.967054109437352372e-01,4.129271148843427497e-03,-5.573721585979629634e-01,1.112269214259025363e+00
-6.220351061804629822e-01,3.978226693337192366e-01,2.170106471483408406e-01,-6.713391774433160597e-01
2.897669691093018862e-01,1.912246319119919935e+00,1.957097227878760837e+00,-3.435576005645085473e+00
-9.459295316525461184e-01,6.608811452056877478e-01,1.324372195398426211e+00,-1.901144288627262702e+00
6.126457088864527556e-01,1.276780211553897093e+00,-2.096423370504871819e-01,6.594037484044789066e-01
7.555253064054262557e-01,5.617189892644853799e-01,-3.448805365576543824e-01,8.564555974460407173e-01
6.445992382575170820e-01,1.895643774223179090e+00,-2.354793514640505236e-01,7.004989672862099725e-01
9.919573976767055434e-01,1.457117459898973566e+00,-8.734278024428027143e-01,1.443883710561312927e+00
9.905950673940713269e-01,6.593023151628252254e-01,-8.631737873997263888e-01,1.433539546872871773e+00
-6.022894621095487011e-01,1.583522842360741700e+00,2.017222263949781658e-01,-6.463660182369644902e-01
-5.611470600434897982e-01,2.163310489526752978e-01,-1.827716121024924867e+00,3.737363616995220905e+00
-9.484154920173250014e-01,7.846378801309188411e-01,6.829699470057526423e-01,-1.248199968338095767e+00
-5.683168868325585432e-01,4.424362554631846578e-01,1.771902308911561530e-01,-6.044588388688174607e-01
-5.245597669538661911e-01,1.367452894552092513e+00,-1.851373625908922183e+00,3.693790598662499480e+00
2.530023284735137823e-01,2.048925635438607618e-01,-1.967465669565065411e+00,2.885810359681609594e+00
9.390952410891320046e-01,7.940516645653481476e-01,-1.343656992019288010e+00,1.921604628603730935e+00
5.860539381241887114e-01,5.532994604183791854e-01,1.810272041729893200e+00,-3.767772821767198188e+00
-7.256219508049034372e-01,1.012685838647608305e+00,-1.688093587028745901e+00,3.953530492946733421e+00
9.011504122735315425e-01,6.997953610077578546e-01,-1.433506556420135469e+00,2.019176678277056158e+00
-9.999409579195346343e-01,1.412821155334021972e+00,-1.010866493222910112e+00,4.701522273296606436e+00
1.615679175516329114e-01,4.915404861393213309e-02,1.986861595168252892e+00,-3.303871892369682595e+00
-3.220685952125349472e-01,1.267973842611815005e+00,-1.946716335539756315e+00,3.469506352268869609e+00
3.932635344057860971e-02,4.611425793876400281e-01,1.999226419749331241e+00,-3.180929150866053767e+00
8.862210825595000507e-01,5.374180575136986437e-01,-5.367374471996816387e-01,1.089123234618486924e+00
3.929343880954008217e-01,1.600511207167047090e+00,1.919566510184061103e+00,-3.545413134922430931e+00
-1.378671099975644354e-01,1.911136787960841632e+00,-1.990450735766761792e+00,3.279900289882570874e+00
2.427306588865913994e-01,6.331004200541732185e-01,-1.970093720852001518e+00,2.896412949118075453e+00
6.061882894793050314e-01,1.653610540738151391e+00,-2.046788336161583510e-01,6.512591183677046702e-01
-7.674004220420420630e-01,2.079816759424661932e-01,3.588318533725372017e-01,-8.747768146956804713e-01
7.949424734216988808e-01,1.267963306014766367e+00,1.606684814339531364e+00,-4.060505406006468476e+00
9.582650267327312843e-01,1.502064599069837580e+00,-1.285881336468329028e+00,1.860722349954620825e+00
-4.239931758432784470e-01,3.119558560689130733e-01,9.433461651759555977e-02,-4.378499004122061722e-01
8.668095268286851729e-01,8.520047753391211121e-01,-1.498639392947479498e+00,2.092824719953567669e+00
-3.064672006014306782e-01,1.785414328497963110e+00,-1.951881218932027373e+00,3.453072070627567935e+00
-9.735055706308151091e-01,2.071569268967443644e-01,-1.228663298215456834e+00,4.481684600223084125e+00
-2.101954250157986592e-01,3.619271640295029790e-02,-1.977659390228737823e+00,3.353367499749961844e+00
9.939118159825208743e-01,1.181170758095867468e+00,1.110178500853512551e+00,-4.601986337927286286e+00
-9.686345539353377054e-01,8.710630810618669173e-01,7.515103605329002123e-01,-1.319675651928587046e+00
8.271305666654045208e-01,1.597378497767805383e+00,-1.562009809245147318e+00,2.167609983919215999e+00
-4.675821793141090449e-02,1.846911076408213281e+00,1.998906236368498401e+00,-3.094817380717103550e+00
1.969689529279666229e-01,5.983072890876321992e-01,-1.959027361900345099e-02,1.982653425220620436e-01
8.717059086131389023e-01,7.768082343382105570e-01,1.490029395943694324e+00,-4.200265505452348336e+00
-3.089858451302772147e-01,9.725441726586296909e-01,1.951066636734318571e+00,-2.827466140310633591e+00
9.848023911506663675e-01,1.176302920870598623e+00,1.173678583549987442e+00,-4.537825180158394645e+00
3.649294367587651022e-01,1.967707659363233441e+00,-1.931035179886845476e+00,2.768035641731600993e+00
-5.138307332715529308e-01,1.394660501660103025e+00,1.857891588457200260e+00,-2.601948515481060653e+00
-9.935917805583479590e-01,7.790970146911375682e-01,8.869718017179269998e-01,-1.457526071437857285e+00
-7.789429931204494562e-01,5.275353729009242265e-01,-1.627094740424886332e+00,4.034571140072150008e+00
9.373806480341357883e-01,1.889251436844248122e+00,-1.348306647497723887e+00,1.926560350112765496e+00
9.553143693214922738e-01,2.710968662170127885e-01,1.295591704497740304e+00,-4.412314139043529870e+00
1.858939955596110305e-02,1.440531705009516106e+00,1.999827202182531405e+00,-3.160183123955658591e+00
9.106716687676931210e-01,1.850790050584881330e+00,-5.868691348932337792e-01,1.144906961164465109e+00
6.652751530441365357e-01,1.329331173068877270e+00,-2.534017340348956315e-01,7.278622998178839731e-01
-6.219971427410643239e-01,8.461088803322422969e-01,1.783019510882041914e+00,-2.470301960468974212e+00
-8.138677291705784800e-01,3.979818798509680011e-01,-1.581050186657508849e+00,4.092370517899157178e+00
8.791634603490979805e-01,7.349506445038544999e-01,-5.234796856512831109e-01,1.074103830065390008e+00
3.295541035271750685e-01,1.413743618840244132e+00,-5.586330817598239573e-02,3.358312566300634683e-01
7.495497077560211441e-01,1.299068448350593652e+00,-3.380519388933423963e-01,8.473815635998566131e-01
8.264335747026618773e-01,1.855952333196715820e+00,-1.563034232177919813e+00,2.168849032077170946e+00
-9.797513899930772041e-01,1.733721827318749797e+00,1.200217915798344803e+00,-1.772376662016234450e+00
-8.187576898044255369e-01,1.632301504532736702e+00,4.258607787425421343e-01,-9.592438896962951489e-01
-3.957959463773553788e-01,1.822901750701524604e+00,1.918338482712803383e+00,-2.734658239838736460e+00
-1.829943866182534851e-01,5.526743054740987926e-01,1.983113958026336388e+00,-2.957561242114294053e+00
-8.656856554710220530e-01,7.390470802792989957e-01,-1.500588000167510039e+00,4.188111107494992602e+00
7.732049639269675811e-01,7.597878075720347901e-01,-1.634156198234076207e+00,2.257713053665308056e+00
-8.980246836615363160e-02,1.120901177419560524e+00,4.040404094952321223e-03,-8.992361026063654117e-02
-5.417654114605997551e-01,1.336436459085541983e+00,1.840529737097342133e+00,-2.569056606705145462e+00
-7.355356846423820594e-01,5.734333660807886535e-01,1.677485982598653003e+00,-2.315135616816252018e+00
8.541345382579510481e-01,3.892493461860069281e-02,1.520052103692386414e+00,-4.165477029082273575e+00
-5.794948681999073647e-01,7.984447673158185932e-01,1.850241121787884468e-01,-6.181087420327091575e-01
-9.794690440124853570e-01,6.170559191088009765e-01,1.201594622500869347e+00,-1.773782023508021499e+00
9.611390031484586816e-01,1.884369438036095801e+00,-1.276064877568275691e+00,1.850493786128511786e+00
-9.136448629992265369e-01,1.776530081088087076e+00,5.934866984770059695e-01,-1.152161770780819161e+00
-1.216265704201827808e-01,1.720621356686839132e+00,1.992575930278295715e+00,-3.019664198447513659e+00
9.730723142372136314e-01,1.305999521890486070e+00,1.230500046128050418e+00,-4.479797444942257734e+00
8.057753229566929631e-01,6.885783293978777753e-01,1.592221351281796649e+00,-4.078576135900001454e+00
9.928157293094842517e-01,1.097698534798609460e+00,-1.119653364497939840e+00,1.690737057990590264e+00
-4.226768499797350365e-01,1.630450081432745391e+00,9.371953541345234839e-02,-4.363969589422628803e-01
3.379622850308031112e-01,1.972207374456220741e-01,-5.884034622346978605e-02,3.447509426798154308e-01
-5.621194401354804304e-01,1.602149760510609422e+00,-1.827056065222771863e+00,3.738538860316508394e+00
-9.958575136921151705e-01,8.235958265624332419e-02,-1.090927511914484560e+00,4.621335704731315275e+00
-4.559235306949583899e-01,1.632842062428711438e+00,1.890018951572742356e+00,-2.668183062068612443e+00
9.994281423373563289e-01,1.615127608319746999e+00,-9.661859747427037348e-01,1.536975854459702528e+00
-7.900917172438605141e-01,1.020146176575116304e-01,1.612988644546248906e+00,-2.230634047534980624e+00
9.811190862408373237e-01,1.254321422923716511e+00,1.193404598223373192e+00,-4.517757895752230191e+00
6.491231925796443480e-01,1.004906148625794415e+00,-1.760683298656681384e+00,2.435161442208126470e+00
-9.921349475546958896e-01,3.396390063434293616e-01,1.125172863834941861e+00,-1.696298390244884269e+00
-8.904472113231350905e-01,2.967578753547512882e-01,5.449134545530355256e-01,-1.098326921842583959e+00
7.395282043794902949e-01,1.546518252134046367e+00,-3.268744285593907506e-01,8.323691853787897887e-01
2.153280439639018023e-02,1.135385497673688127e+00,-1.999768142288414152e+00,3.120058184856795869e+00
9.375870058685340513e-01,1.965998269833064915e+00,-6.522492179354912878e-01,1.215625236817261756e+00
-3.621347110114516155e-01,1.964495554576688230e+00,-1.932125769990644670e+00,3.512149684526874704e+00
-8.453802441127553635e-01,1.985333986928532690e+00,1.534164995917794982e+00,-2.134316039310275581e+00
3.264708477133554387e-01,2.372310367315317858e-01,-1.945207271233840629e+00,2.809025231536221856e+00
-1.778303614091611140e-01,1.876512273927924523e+00,1.984061157937395237e+00,-2.962811423763339391e+00
-9.026415910624477901e-01,4.891392180411255897e-01,-1.430393027457756094e+00,4.267460829449431614e+00
9.808068304222281597e-01,9.164245195172240344e-01,-1.194981951465007519e+00,1.767035375202519631e+00
-4.442309496548197956e-01,1.514813111643451782e+00,1.895912307856509438e+00,-2.681276974748220354e+00
-8.794834824597776990e-01,4.072418641544639506e-01,-1.475929410816795073e+00,4.216368481536396651e+00
8.225200741026109652e-01,1.132623211108659822e+00,-1.568736079124786409e+00,2.175764719763018107e+00
-7.328812571789689034e-01,3.716334964519913964e-01,1.680356570392154136e+00,-2.319045383933515669e+00
-4.255971636629925503e-01,2.094722133625865901e-01,1.904912732964906485e+00,-2.701970957323509115e+00
1.706976698553153149e-01,2.331172248591970586e-01,-1.467654777430282831e-02,1.715376875239832122e-01
9.708928699610112067e-01,7.152780696964375906e-01,1.239514164630969084e+00,-4.470523560850901745e+00
-3.751541527791871777e-01,9.309673674366969465e-03,1.926962438102283848e+00,-2.757029585848161268e+00
-6.516993291839338065e-01,8.497078424033790434e-01,2.415225881140489195e-01,-7.098227342364805681e-01
-9.268448707417206167e-01,1.328394210162298084e+00,6.245554826878368937e-01,-1.185919996149168654e+00
-3.365902758075854928e-01,8.033763700079774583e-01,5.834879799802006328e-02,-3.432935376769094549e-01
-8.653220664656161576e-01,1.715892010396702361e-01,1.501216242042968663e+00,-2.095800068021185236e+00
7.297274141455409868e-01,1.253777240472810917e-01,-3.162618183511599623e-01,8.179231958387234158e-01
-2.837145637877835913e-01,5.562330255297234238e-01,-1.958908778922535454e+00,3.429258295607659601e+00
4.467100265896152833e-01,3.386253810872015269e-01,1.894678798309373802e+00,-3.604677334625399077e+00
1.630628143530383489e-01,1.930189946435938886e+00,-1.338431059745126550e-02,1.637942260839446718e-01
3.203356134705774294e-01,3.024604499481700071e-01,1.947304119458175276e+00,-3.467676402382342093e+00
8.901791876208650089e-01,1.610924874809993135e+00,-1.455610594616342013e+00,2.043854343883430680e+00
-8.302824217753069780e-01,1.172215883482289556e+00,4.426571072571828802e-01,-9.796142222176372760e-01
5.782493953939971121e-01,1.138573839968588741e+00,-1.841399404760171166e-01,6.165813381686957584e-01
-1.559364542265764819e-01,1.024161431847569137e+00,1.987767089066669879e+00,-2.985017219380819764e+00
2.041921086898290938e-01,1.943526152227902148e+00,1.978930836550162553e+00,-3.347231010458401101e+00
-1.123293251710440060e-01,7.276895501832756352e-01,6.328966555521509108e-03,-1.125669029093477602e-01
-9.780354087531808460e-01,1.575831501907752452e+00,7.915611858961998371e-01,-1.360817886127569043e+00
-8.465022674921790502e-01,1.110588214933919238e+00,-1.532385115429234723e+00,4.150973290837498553e+00
5.979660188399877896e-01,7.912673352514523195e-01,-1.801521453432567421e+00,2.500631604515428208e+00
7.159565309414113177e-01,1.910931866611561780e+00,-1.698144860184718219e+00,2.343599404012573384e+00
-6.157805651952121817e-01,1.196631938729374234e+00,-1.787917695909836180e+00,3.804968905485023090e+00
7.065127265694606251e-01,2.378338842920271201e-01,1.707700337145169556e+00,-3.926151049397046844e+00
4.723036210334808915e-01,8.350784019937131930e-01,-1.185640751826244621e-01,4.919024402428160414e-01
7.146811853496418676e-01,1.563163455363215215e+00,-3.005496419993547441e-01,7.961681929067647712e-01
-9.363395316852572980e-01,1.387494046478427556e+00,-1.351095829373453405e+00,4.353647799809545305e+00
-9.256043600826310280e-01,1.832680659673148416e+00,1.378492494768420729e+00,-1.958963408576993581e+00
-6.434230134654853606e-01,5.187547682830404572e-01,1.765510826666085720e+00,-2.442631203118607264e+00
5.855417469835167976e-01,1.516387432707647642e+00,1.810642253117545675e+00,-3.767140843722149413e+00
9.880353536071102560e-01,9.197504147890418480e-01,1.154227559218424126e+00,-4.557543369507358832e+00
-7.874283390182470477e-01,1.147219493933630874e+00,-1.616406206093810027e+00,4.048218438407365838e+00
9.995309567008746621e-01,1.910093362012565965e+00,-1.030624607697637085e+00,1.601425723480052410e+00
4.386445103422600411e-01,1.958572639978354735e+00,-1.898660666518012796e+00,2.687502880684878637e+00
-8.840452470200318436e-01,1.723181927851127115e+00,1.467401327791536092e+00,-2.057145288789643978e+00
7.273116336493471445e-01,7.181941754605924988e-01,-3.136926435201806695e-01,8.143966298593111608e-01
8.237716889190163094e-01,1.775401671454639674e+00,1.566921691713689224e+00,-4.109624797772526428e+00
-1.350428585156923100e-01,1.277218355282826012e+00,9.160241833266580258e-03,-1.354567170786382946e-01
-9.775902956951617595e-01,8.599935609414262050e-01,-1.210516540354068749e+00,4.500285669437957381e+00
-3.957511960381930871e-01,7.148536500096747126e-02,-1.918357768429243215e+00,3.548478338173873592e+00
-9.989659456453304776e-01,1.540256248383164328e+00,9.545352945579687054e-01,-1.525315943875912961e+00
-9.351221212804303740e-01,1.004211161448226086e+00,-1.354325582327875477e+00,4.350196219871631520e+00
-5.752747916638947245e-01,1.572376998930121506e+00,1.817960215460423523e+00,-2.528652597744462494e+00
-8.880735873657487067e-01,1.496045598686539746e+00,-1.459701319797245933e+00,4.234730134862164874e+00
-8.512140303329981394e-01,1.587134736096703858e+00,-1.524818706377977451e+00,4.159886863692783265e+00
3.161558056852268317e-01,6.013023173935336807e-01,-1.948707281795351687e+00,2.819917951083996233e+00
9.423024318994227544e-01,1.601597198135261912e+00,-6.652372081063463449e-01,1.229442840409968429e+00
-3.764749314595257634e-01,1.097692656932334643e+00,-1.926426805518139940e+00,3.527580978827985714e+00
-9.286863201874944185e-01,9.466524008982863947e-01,1.370866173567515611e+00,-1.950737860897234111e+00
-1.465927009624391764e-01,1.350251827641513858e+00,-1.989196936926381998e+00,3.288715529665702242e+00
